tube_id,layer_id,sector_id,x,y,z,inner_radius,outer_radius,tube_length,angle,skewed
1219,9,0,-4.35868,25.9198,0.258146,0.5,0.501,80.4209,3.00004,1
1220,9,0,-22.6355,15.3677,79.3911,0.5,0.501,61.0961,3.00004,1
1221,9,0,-3.92314,26.1712,-9.39105,0.5,0.501,61.0961,3.00004,1
1222,9,0,-23.0734,15.1148,89.0403,0.5,0.501,41.7712,3.00004,1
1223,9,0,-3.4876,26.4227,-19.0402,0.5,0.501,41.7712,3.00004,1
1224,9,0,-23.5113,14.862,98.6894,0.5,0.501,22.4463,3.00004,1
1225,9,0,-3.05206,26.6741,-28.6894,0.5,0.501,22.4463,3.00004,1
1226,9,0,-23.9493,14.6091,108.339,0.5,0.501,3.12142,3.00004,1
1227,9,0,-2.61651,26.9256,-38.3386,0.5,0.501,3.12142,3.00004,1
1228,9,1,-24.6265,9.72313,35,0.5,0.501,150,2.99949,1
1229,9,1,-24.6265,8.71174,35,0.5,0.501,150,2.99949,1
1230,9,1,-24.6265,7.70036,35,0.5,0.501,150,2.99949,1
1231,9,1,-24.6265,6.68897,35,0.5,0.501,150,2.99949,1
1232,9,1,-24.6265,5.67758,35,0.5,0.501,150,2.99949,1
1233,9,1,-24.6265,4.6662,35,0.5,0.501,150,2.99949,1
1234,9,1,-24.6265,3.65481,35,0.5,0.501,150,2.99949,1
1235,9,1,-24.6265,2.64343,35,0.5,0.501,150,2.99949,1
1236,9,1,-24.6265,1.63204,35,0.5,0.501,150,2.99949,1
1237,9,1,-24.6265,0.620654,35,0.5,0.501,150,2.99949,1
1238,9,1,-24.6265,-0.390732,35,0.5,0.501,150,2.99949,1
1239,9,1,-24.6265,-1.40212,35,0.5,0.501,150,2.99949,1
1240,9,1,-24.6265,-2.4135,35,0.5,0.501,150,2.99949,1
1241,9,1,-24.6265,-3.42489,35,0.5,0.501,150,2.99949,1
1242,9,1,-24.6265,-4.43628,35,0.5,0.501,150,2.99949,1
1243,9,1,-24.6265,-5.44766,35,0.5,0.501,150,2.99949,1
1244,9,1,-24.6265,-6.45905,35,0.5,0.501,150,2.99949,1
1245,9,1,-24.6265,-7.47043,35,0.5,0.501,150,2.99949,1
1246,9,1,-24.6265,-8.48182,35,0.5,0.501,150,2.99949,1
1247,9,1,-24.6265,-9.49321,35,0.5,0.501,150,2.99949,1
1248,9,1,-24.6265,-10.0486,43.7007,0.5,0.501,132.575,2.99949,1
1249,9,1,-24.6265,10.2494,26.2993,0.5,0.501,132.575,2.99949,1
1250,9,1,-24.6265,-10.5543,53.3499,0.5,0.501,113.25,2.99949,1
1251,9,1,-24.6265,10.7523,16.6501,0.5,0.501,113.25,2.99949,1
1252,9,1,-24.6265,-11.06,62.9991,0.5,0.501,93.9249,2.99949,1
1253,9,1,-24.6265,11.2553,7.00087,0.5,0.501,93.9249,2.99949,1
1254,9,1,-24.6265,-11.5657,72.6483,0.5,0.501,74.6,2.99949,1
1255,9,1,-24.6265,11.7582,-2.64833,0.5,0.501,74.6,2.99949,1
1256,9,1,-24.6265,-12.0714,82.2975,0.5,0.501,55.2751,2.99949,1
1257,9,1,-24.6265,12.2611,-12.2975,0.5,0.501,55.2751,2.99949,1
1258,9,1,-24.6265,-12.5771,91.9467,0.5,0.501,35.9503,2.99949,1
1259,9,1,-24.6265,12.764,-21.9467,0.5,0.501,35.9503,2.99949,1
1260,9,1,-24.6265,-13.0828,101.596,0.5,0.501,16.6254,2.99949,1
1261,9,1,-24.6265,13.2669,-31.5959,0.5,0.501,16.6254,2.99949,1
1262,9,2,-20.4699,-16.6179,35,0.5,0.501,150,3.00004,1
1263,9,2,-19.594,-17.1236,35,0.5,0.501,150,3.00004,1
1264,9,2,-18.7181,-17.6293,35,0.5,0.501,150,3.00004,1
1265,9,2,-17.8422,-18.135,35,0.5,0.501,150,3.00004,1
1266,9,2,-16.9664,-18.6407,35,0.5,0.501,150,3.00004,1
1267,9,2,-16.0905,-19.1464,35,0.5,0.501,150,3.00004,1
1268,9,2,-15.2146,-19.6521,35,0.5,0.501,150,3.00004,1
1269,9,2,-14.3387,-20.1578,35,0.5,0.501,150,3.00004,1
1270,9,2,-13.4628,-20.6635,35,0.5,0.501,150,3.00004,1
1271,9,2,-12.5869,-21.1692,35,0.5,0.501,150,3.00004,1
1272,9,2,-11.711,-21.6749,35,0.5,0.501,150,3.00004,1
1273,9,2,-10.8352,-22.1806,35,0.5,0.501,150,3.00004,1
1274,9,2,-9.95927,-22.6863,35,0.5,0.501,150,3.00004,1
1275,9,2,-9.08339,-23.192,35,0.5,0.501,150,3.00004,1
1276,9,2,-8.2075,-23.6976,35,0.5,0.501,150,3.00004,1
1277,9,2,-7.33161,-24.2033,35,0.5,0.501,150,3.00004,1
1278,9,2,-6.45573,-24.709,35,0.5,0.501,150,3.00004,1
1279,9,2,-5.84282,-25.0629,40.7943,0.5,0.501,138.396,3.00004,1
1280,9,2,-21.0612,-16.2766,29.2057,0.5,0.501,138.396,3.00004,1
1281,9,2,-5.40488,-25.3157,50.4435,0.5,0.501,119.071,3.00004,1
1282,9,2,-21.4967,-16.0251,19.5565,0.5,0.501,119.071,3.00004,1
1283,9,2,-4.96694,-25.5686,60.0927,0.5,0.501,99.7458,3.00004,1
1284,9,2,-21.9323,-15.7736,9.90734,0.5,0.501,99.7458,3.00004,1
1285,9,2,-4.52899,-25.8214,69.7419,0.5,0.501,80.4209,3.00004,1
1286,9,2,-22.3678,-15.5222,0.258146,0.5,0.501,80.4209,3.00004,1
1287,9,2,-4.09105,-26.0743,79.3911,0.5,0.501,61.0961,3.00004,1
1288,9,2,-22.8034,-15.2707,-9.39105,0.5,0.501,61.0961,3.00004,1
1289,9,2,-3.65311,-26.3271,89.0403,0.5,0.501,41.7712,3.00004,1
1290,9,2,-23.2389,-15.0193,-19.0402,0.5,0.501,41.7712,3.00004,1
1291,9,2,-3.21516,-26.58,98.6894,0.5,0.501,22.4463,3.00004,1
1292,9,2,-23.6745,-14.7678,-28.6894,0.5,0.501,22.4463,3.00004,1
1293,9,2,-2.77722,-26.8328,108.339,0.5,0.501,3.12142,3.00004,1
1294,9,2,-24.11,-14.5163,-38.3386,0.5,0.501,3.12142,3.00004,1
1295,9,3,6.25661,-24.824,35,0.5,0.501,150,3.00004,1
1296,9,3,7.1325,-24.3183,35,0.5,0.501,150,3.00004,1
1297,9,3,8.00838,-23.8126,35,0.5,0.501,150,3.00004,1
1298,9,3,8.88427,-23.3069,35,0.5,0.501,150,3.00004,1
1299,9,3,9.76015,-22.8012,35,0.5,0.501,150,3.00004,1
1300,9,3,10.636,-22.2955,35,0.5,0.501,150,3.00004,1
1301,9,3,11.5119,-21.7898,35,0.5,0.501,150,3.00004,1
1302,9,3,12.3878,-21.2841,35,0.5,0.501,150,3.00004,1
1303,9,3,13.2637,-20.7784,35,0.5,0.501,150,3.00004,1
1304,9,3,14.1396,-20.2728,35,0.5,0.501,150,3.00004,1
1305,9,3,15.0155,-19.7671,35,0.5,0.501,150,3.00004,1
1306,9,3,15.8914,-19.2614,35,0.5,0.501,150,3.00004,1
1307,9,3,16.7672,-18.7557,35,0.5,0.501,150,3.00004,1
1308,9,3,17.6431,-18.25,35,0.5,0.501,150,3.00004,1
1309,9,3,18.519,-17.7443,35,0.5,0.501,150,3.00004,1
1310,9,3,19.3949,-17.2386,35,0.5,0.501,150,3.00004,1
1311,9,3,20.2708,-16.7329,35,0.5,0.501,150,3.00004,1
1312,9,3,20.8837,-16.379,40.7943,0.5,0.501,138.396,3.00004,1
1313,9,3,5.66531,-25.1654,29.2057,0.5,0.501,138.396,3.00004,1
1314,9,3,21.3216,-16.1262,50.4435,0.5,0.501,119.071,3.00004,1
1315,9,3,5.22977,-25.4168,19.5565,0.5,0.501,119.071,3.00004,1
1316,9,3,21.7596,-15.8734,60.0927,0.5,0.501,99.7458,3.00004,1
1317,9,3,4.79423,-25.6683,9.90734,0.5,0.501,99.7458,3.00004,1
1318,9,3,22.1975,-15.6205,69.7419,0.5,0.501,80.4209,3.00004,1
1319,9,3,4.35868,-25.9198,0.258146,0.5,0.501,80.4209,3.00004,1
1320,9,3,22.6355,-15.3677,79.3911,0.5,0.501,61.0961,3.00004,1
1321,9,3,3.92314,-26.1712,-9.39105,0.5,0.501,61.0961,3.00004,1
1322,9,3,23.0734,-15.1148,89.0403,0.5,0.501,41.7712,3.00004,1
1323,9,3,3.4876,-26.4227,-19.0402,0.5,0.501,41.7712,3.00004,1
1324,9,3,23.5113,-14.862,98.6894,0.5,0.501,22.4463,3.00004,1
1325,9,3,3.05206,-26.6741,-28.6894,0.5,0.501,22.4463,3.00004,1
1326,9,3,23.9493,-14.6091,108.339,0.5,0.501,3.12142,3.00004,1
1327,9,3,2.61651,-26.9256,-38.3386,0.5,0.501,3.12142,3.00004,1
1328,9,4,24.6265,-9.72313,35,0.5,0.501,150,2.99949,1
1329,9,4,24.6265,-8.71174,35,0.5,0.501,150,2.99949,1
1330,9,4,24.6265,-7.70036,35,0.5,0.501,150,2.99949,1
1331,9,4,24.6265,-6.68897,35,0.5,0.501,150,2.99949,1
1332,9,4,24.6265,-5.67758,35,0.5,0.501,150,2.99949,1
1333,9,4,24.6265,-4.6662,35,0.5,0.501,150,2.99949,1
1334,9,4,24.6265,-3.65481,35,0.5,0.501,150,2.99949,1
1335,9,4,24.6265,-2.64343,35,0.5,0.501,150,2.99949,1
1336,9,4,24.6265,-1.63204,35,0.5,0.501,150,2.99949,1
1337,9,4,24.6265,-0.620654,35,0.5,0.501,150,2.99949,1
1338,9,4,24.6265,0.390732,35,0.5,0.501,150,2.99949,1
1339,9,4,24.6265,1.40212,35,0.5,0.501,150,2.99949,1
1340,9,4,24.6265,2.4135,35,0.5,0.501,150,2.99949,1
1341,9,4,24.6265,3.42489,35,0.5,0.501,150,2.99949,1
1342,9,4,24.6265,4.43628,35,0.5,0.501,150,2.99949,1
1343,9,4,24.6265,5.44766,35,0.5,0.501,150,2.99949,1
1344,9,4,24.6265,6.45905,35,0.5,0.501,150,2.99949,1
1345,9,4,24.6265,7.47043,35,0.5,0.501,150,2.99949,1
1346,9,4,24.6265,8.48182,35,0.5,0.501,150,2.99949,1
1347,9,4,24.6265,9.49321,35,0.5,0.501,150,2.99949,1
1348,9,4,24.6265,10.0486,43.7007,0.5,0.501,132.575,2.99949,1
1349,9,4,24.6265,-10.2494,26.2993,0.5,0.501,132.575,2.99949,1
1350,9,4,24.6265,10.5543,53.3499,0.5,0.501,113.25,2.99949,1
1351,9,4,24.6265,-10.7523,16.6501,0.5,0.501,113.25,2.99949,1
1352,9,4,24.6265,11.06,62.9991,0.5,0.501,93.9249,2.99949,1
1353,9,4,24.6265,-11.2553,7.00087,0.5,0.501,93.9249,2.99949,1
1354,9,4,24.6265,11.5657,72.6483,0.5,0.501,74.6,2.99949,1
1355,9,4,24.6265,-11.7582,-2.64833,0.5,0.501,74.6,2.99949,1
1356,9,4,24.6265,12.0714,82.2975,0.5,0.501,55.2751,2.99949,1
1357,9,4,24.6265,-12.2611,-12.2975,0.5,0.501,55.2751,2.99949,1
1358,9,4,24.6265,12.5771,91.9467,0.5,0.501,35.9503,2.99949,1
1359,9,4,24.6265,-12.764,-21.9467,0.5,0.501,35.9503,2.99949,1
1360,9,4,24.6265,13.0828,101.596,0.5,0.501,16.6254,2.99949,1
1361,9,4,24.6265,-13.2669,-31.5959,0.5,0.501,16.6254,2.99949,1
1362,9,5,20.4699,16.6179,35,0.5,0.501,150,3.00004,1
1363,9,5,19.594,17.1236,35,0.5,0.501,150,3.00004,1
1364,9,5,18.7181,17.6293,35,0.5,0.501,150,3.00004,1
1365,9,5,17.8422,18.135,35,0.5,0.501,150,3.00004,1
1366,9,5,16.9664,18.6407,35,0.5,0.501,150,3.00004,1
1367,9,5,16.0905,19.1464,35,0.5,0.501,150,3.00004,1
1368,9,5,15.2146,19.6521,35,0.5,0.501,150,3.00004,1
1369,9,5,14.3387,20.1578,35,0.5,0.501,150,3.00004,1
1370,9,5,13.4628,20.6635,35,0.5,0.501,150,3.00004,1
1371,9,5,12.5869,21.1692,35,0.5,0.501,150,3.00004,1
1372,9,5,11.711,21.6749,35,0.5,0.501,150,3.00004,1
1373,9,5,10.8352,22.1806,35,0.5,0.501,150,3.00004,1
1374,9,5,9.95927,22.6863,35,0.5,0.501,150,3.00004,1
1375,9,5,9.08339,23.192,35,0.5,0.501,150,3.00004,1
1376,9,5,8.2075,23.6976,35,0.5,0.501,150,3.00004,1
1377,9,5,7.33161,24.2033,35,0.5,0.501,150,3.00004,1
1378,9,5,6.45573,24.709,35,0.5,0.501,150,3.00004,1
1379,9,5,5.84282,25.0629,40.7943,0.5,0.501,138.396,3.00004,1
1380,9,5,21.0612,16.2766,29.2057,0.5,0.501,138.396,3.00004,1
1381,9,5,5.40488,25.3157,50.4435,0.5,0.501,119.071,3.00004,1
1382,9,5,21.4967,16.0251,19.5565,0.5,0.501,119.071,3.00004,1
1383,9,5,4.96694,25.5686,60.0927,0.5,0.501,99.7458,3.00004,1
1384,9,5,21.9323,15.7736,9.90734,0.5,0.501,99.7458,3.00004,1
1385,9,5,4.52899,25.8214,69.7419,0.5,0.501,80.4209,3.00004,1
1386,9,5,22.3678,15.5222,0.258146,0.5,0.501,80.4209,3.00004,1
1387,9,5,4.09105,26.0743,79.3911,0.5,0.501,61.0961,3.00004,1
1388,9,5,22.8034,15.2707,-9.39105,0.5,0.501,61.0961,3.00004,1
1389,9,5,3.65311,26.3271,89.0403,0.5,0.501,41.7712,3.00004,1
1390,9,5,23.2389,15.0193,-19.0402,0.5,0.501,41.7712,3.00004,1
1391,9,5,3.21516,26.58,98.6894,0.5,0.501,22.4463,3.00004,1
1392,9,5,23.6745,14.7678,-28.6894,0.5,0.501,22.4463,3.00004,1
1393,9,5,2.77722,26.8328,108.339,0.5,0.501,3.12142,3.00004,1
1394,9,5,24.11,14.5163,-38.3386,0.5,0.501,3.12142,3.00004,1
1395,10,0,-5.99839,26.4211,35,0.5,0.501,150,-3.00004,1
1396,10,0,-6.87428,25.9154,35,0.5,0.501,150,-3.00004,1
1397,10,0,-7.75016,25.4097,35,0.5,0.501,150,-3.00004,1
1398,10,0,-8.62605,24.904,35,0.5,0.501,150,-3.00004,1
1399,10,0,-9.50194,24.3983,35,0.5,0.501,150,-3.00004,1
1400,10,0,-10.3778,23.8926,35,0.5,0.501,150,-3.00004,1
1401,10,0,-11.2537,23.3869,35,0.5,0.501,150,-3.00004,1
1402,10,0,-12.1296,22.8812,35,0.5,0.501,150,-3.00004,1
1403,10,0,-13.0055,22.3755,35,0.5,0.501,150,-3.00004,1
1404,10,0,-13.8814,21.8698,35,0.5,0.501,150,-3.00004,1
1405,10,0,-14.7573,21.3641,35,0.5,0.501,150,-3.00004,1
1406,10,0,-15.6331,20.8584,35,0.5,0.501,150,-3.00004,1
1407,10,0,-16.509,20.3528,35,0.5,0.501,150,-3.00004,1
1408,10,0,-17.3849,19.8471,35,0.5,0.501,150,-3.00004,1
1409,10,0,-18.2608,19.3414,35,0.5,0.501,150,-3.00004,1
1410,10,0,-19.1367,18.8357,35,0.5,0.501,150,-3.00004,1
1411,10,0,-20.0126,18.33,35,0.5,0.501,150,-3.00004,1
1412,10,0,-20.8885,17.8243,35,0.5,0.501,150,-3.00004,1
1413,10,0,-21.7643,17.3186,35,0.5,0.501,150,-3.00004,1
1414,10,0,-22.2528,17.0366,26.4639,0.5,0.501,132.904,-3.00004,1
1415,10,0,-5.53394,26.6892,43.5361,0.5,0.501,132.904,-3.00004,1
1416,10,0,-22.6907,16.7837,16.8147,0.5,0.501,113.579,-3.00004,1
1417,10,0,-5.0984,26.9407,53.1853,0.5,0.501,113.579,-3.00004,1
1418,10,0,-23.1287,16.5309,7.16549,0.5,0.501,94.2546,-3.00004,1
1419,10,0,-4.66285,27.1921,62.8345,0.5,0.501,94.2546,-3.00004,1
1420,10,0,-23.5666,16.278,-2.48371,0.5,0.501,74.9297,-3.00004,1
1421,10,0,-4.22731,27.4436,72.4837,0.5,0.501,74.9297,-3.00004,1
1422,10,0,-24.0046,16.0252,-12.1329,0.5,0.501,55.6048,-3.00004,1
1423,10,0,-3.79177,27.6951,82.1329,0.5,0.501,55.6048,-3.00004,1
1424,10,0,-24.4425,15.7723,-21.7821,0.5,0.501,36.2799,-3.00004,1
1425,10,0,-3.35623,27.9465,91.7821,0.5,0.501,36.2799,-3.00004,1
1426,10,0,-24.8805,15.5195,-31.4313,0.5,0.501,16.9551,-3.00004,1
1427,10,0,-2.92068,28.198,101.431,0.5,0.501,16.9551,-3.00004,1
1428,10,1,-25.8805,10.2396,35,0.5,0.501,150,-2.99949,1
1429,10,1,-25.8805,9.22821,35,0.5,0.501,150,-2.99949,1
1430,10,1,-25.8805,8.21682,35,0.5,0.501,150,-2.99949,1
1431,10,1,-25.8805,7.20544,35,0.5,0.501,150,-2.99949,1
1432,10,1,-25.8805,6.19405,35,0.5,0.501,150,-2.99949,1
1433,10,1,-25.8805,5.18266,35,0.5,0.501,150,-2.99949,1
1434,10,1,-25.8805,4.17128,35,0.5,0.501,150,-2.99949,1
1435,10,1,-25.8805,3.15989,35,0.5,0.501,150,-2.99949,1
1436,10,1,-25.8805,2.14851,35,0.5,0.501,150,-2.99949,1
1437,10,1,-25.8805,1.13712,35,0.5,0.501,150,-2.99949,1
1438,10,1,-25.8805,0.125734,35,0.5,0.501,150,-2.99949,1
1439,10,1,-25.8805,-0.885652,35,0.5,0.501,150,-2.99949,1
1440,10,1,-25.8805,-1.89704,35,0.5,0.501,150,-2.99949,1
1441,10,1,-25.8805,-2.90842,35,0.5,0.501,150,-2.99949,1
1442,10,1,-25.8805,-3.91981,35,0.5,0.501,150,-2.99949,1
1443,10,1,-25.8805,-4.9312,35,0.5,0.501,150,-2.99949,1
1444,10,1,-25.8805,-5.94258,35,0.5,0.501,150,-2.99949,1
1445,10,1,-25.8805,-6.95397,35,0.5,0.501,150,-2.99949,1
1446,10,1,-25.8805,-7.96535,35,0.5,0.501,150,-2.99949,1
1447,10,1,-25.8805,-8.97674,35,0.5,0.501,150,-2.99949,1
1448,10,1,-25.8805,-9.98813,35,0.5,0.501,150,-2.99949,1
1449,10,1,-25.8805,-10.6527,28.382,0.5,0.501,136.746,-2.99949,1
1450,10,1,-25.8805,10.8737,41.618,0.5,0.501,136.746,-2.99949,1
1451,10,1,-25.8805,-11.1584,18.7328,0.5,0.501,117.421,-2.99949,1
1452,10,1,-25.8805,11.3766,51.2672,0.5,0.501,117.421,-2.99949,1
1453,10,1,-25.8805,-11.6641,9.08362,0.5,0.501,98.0961,-2.99949,1
1454,10,1,-25.8805,11.8795,60.9164,0.5,0.501,98.0961,-2.99949,1
1455,10,1,-25.8805,-12.1698,-0.56558,0.5,0.501,78.7712,-2.99949,1
1456,10,1,-25.8805,12.3824,70.5656,0.5,0.501,78.7712,-2.99949,1
1457,10,1,-25.8805,-12.6755,-10.2148,0.5,0.501,59.4463,-2.99949,1
1458,10,1,-25.8805,12.8853,80.2148,0.5,0.501,59.4463,-2.99949,1
1459,10,1,-25.8805,-13.1811,-19.864,0.5,0.501,40.1215,-2.99949,1
1460,10,1,-25.8805,13.3883,89.864,0.5,0.501,40.1215,-2.99949,1
1461,10,1,-25.8805,-13.6868,-29.5132,0.5,0.501,20.7966,-2.99949,1
1462,10,1,-25.8805,13.8912,99.5132,0.5,0.501,20.7966,-2.99949,1
1463,10,1,-25.8805,-14.1925,-39.1624,0.5,0.501,1.4717,-2.99949,1
1464,10,1,-25.8805,14.3941,109.162,0.5,0.501,1.4717,-2.99949,1
1465,10,2,-21.9821,-17.1929,35,0.5,0.501,150,-3.00004,1
1466,10,2,-21.1062,-17.6986,35,0.5,0.501,150,-3.00004,1
1467,10,2,-20.2303,-18.2042,35,0.5,0.501,150,-3.00004,1
1468,10,2,-19.3545,-18.7099,35,0.5,0.501,150,-3.00004,1
1469,10,2,-18.4786,-19.2156,35,0.5,0.501,150,-3.00004,1
1470,10,2,-17.6027,-19.7213,35,0.5,0.501,150,-3.00004,1
1471,10,2,-16.7268,-20.227,35,0.5,0.501,150,-3.00004,1
1472,10,2,-15.8509,-20.7327,35,0.5,0.501,150,-3.00004,1
1473,10,2,-14.975,-21.2384,35,0.5,0.501,150,-3.00004,1
1474,10,2,-14.0991,-21.7441,35,0.5,0.501,150,-3.00004,1
1475,10,2,-13.2233,-22.2498,35,0.5,0.501,150,-3.00004,1
1476,10,2,-12.3474,-22.7555,35,0.5,0.501,150,-3.00004,1
1477,10,2,-11.4715,-23.2612,35,0.5,0.501,150,-3.00004,1
1478,10,2,-10.5956,-23.7669,35,0.5,0.501,150,-3.00004,1
1479,10,2,-9.71972,-24.2726,35,0.5,0.501,150,-3.00004,1
1480,10,2,-8.84383,-24.7783,35,0.5,0.501,150,-3.00004,1
1481,10,2,-7.96794,-25.2839,35,0.5,0.501,150,-3.00004,1
1482,10,2,-7.09206,-25.7896,35,0.5,0.501,150,-3.00004,1
1483,10,2,-6.21617,-26.2953,35,0.5,0.501,150,-3.00004,1
1484,10,2,-5.72771,-26.5773,26.4639,0.5,0.501,132.904,-3.00004,1
1485,10,2,-22.4466,-16.9247,43.5361,0.5,0.501,132.904,-3.00004,1
1486,10,2,-5.28977,-26.8302,16.8147,0.5,0.501,113.579,-3.00004,1
1487,10,2,-22.8821,-16.6732,53.1853,0.5,0.501,113.579,-3.00004,1
1488,10,2,-4.85182,-27.083,7.16549,0.5,0.501,94.2546,-3.00004,1
1489,10,2,-23.3177,-16.4218,62.8345,0.5,0.501,94.2546,-3.00004,1
1490,10,2,-4.41388,-27.3359,-2.48371,0.5,0.501,74.9297,-3.00004,1
1491,10,2,-23.7532,-16.1703,72.4837,0.5,0.501,74.9297,-3.00004,1
1492,10,2,-3.97594,-27.5887,-12.1329,0.5,0.501,55.6048,-3.00004,1
1493,10,2,-24.1887,-15.9189,82.1329,0.5,0.501,55.6048,-3.00004,1
1494,10,2,-3.53799,-27.8416,-21.7821,0.5,0.501,36.2799,-3.00004,1
1495,10,2,-24.6243,-15.6674,91.7821,0.5,0.501,36.2799,-3.00004,1
1496,10,2,-3.10005,-28.0944,-31.4313,0.5,0.501,16.9551,-3.00004,1
1497,10,2,-25.0598,-15.4159,101.431,0.5,0.501,16.9551,-3.00004,1
1498,10,3,5.99839,-26.4211,35,0.5,0.501,150,-3.00004,1
1499,10,3,6.87428,-25.9154,35,0.5,0.501,150,-3.00004,1
1500,10,3,7.75016,-25.4097,35,0.5,0.501,150,-3.00004,1
1501,10,3,8.62605,-24.904,35,0.5,0.501,150,-3.00004,1
1502,10,3,9.50194,-24.3983,35,0.5,0.501,150,-3.00004,1
1503,10,3,10.3778,-23.8926,35,0.5,0.501,150,-3.00004,1
1504,10,3,11.2537,-23.3869,35,0.5,0.501,150,-3.00004,1
1505,10,3,12.1296,-22.8812,35,0.5,0.501,150,-3.00004,1
1506,10,3,13.0055,-22.3755,35,0.5,0.501,150,-3.00004,1
1507,10,3,13.8814,-21.8698,35,0.5,0.501,150,-3.00004,1
1508,10,3,14.7573,-21.3641,35,0.5,0.501,150,-3.00004,1
1509,10,3,15.6331,-20.8584,35,0.5,0.501,150,-3.00004,1
1510,10,3,16.509,-20.3528,35,0.5,0.501,150,-3.00004,1
1511,10,3,17.3849,-19.8471,35,0.5,0.501,150,-3.00004,1
1512,10,3,18.2608,-19.3414,35,0.5,0.501,150,-3.00004,1
1513,10,3,19.1367,-18.8357,35,0.5,0.501,150,-3.00004,1
1514,10,3,20.0126,-18.33,35,0.5,0.501,150,-3.00004,1
1515,10,3,20.8885,-17.8243,35,0.5,0.501,150,-3.00004,1
1516,10,3,21.7643,-17.3186,35,0.5,0.501,150,-3.00004,1
1517,10,3,22.2528,-17.0366,26.4639,0.5,0.501,132.904,-3.00004,1
1518,10,3,5.53394,-26.6892,43.5361,0.5,0.501,132.904,-3.00004,1
1519,10,3,22.6907,-16.7837,16.8147,0.5,0.501,113.579,-3.00004,1
1520,10,3,5.0984,-26.9407,53.1853,0.5,0.501,113.579,-3.00004,1
1521,10,3,23.1287,-16.5309,7.16549,0.5,0.501,94.2546,-3.00004,1
1522,10,3,4.66285,-27.1921,62.8345,0.5,0.501,94.2546,-3.00004,1
1523,10,3,23.5666,-16.278,-2.48371,0.5,0.501,74.9297,-3.00004,1
1524,10,3,4.22731,-27.4436,72.4837,0.5,0.501,74.9297,-3.00004,1
1525,10,3,24.0046,-16.0252,-12.1329,0.5,0.501,55.6048,-3.00004,1
1526,10,3,3.79177,-27.6951,82.1329,0.5,0.501,55.6048,-3.00004,1
1527,10,3,24.4425,-15.7723,-21.7821,0.5,0.501,36.2799,-3.00004,1
1528,10,3,3.35623,-27.9465,91.7821,0.5,0.501,36.2799,-3.00004,1
1529,10,3,24.8805,-15.5195,-31.4313,0.5,0.501,16.9551,-3.00004,1
1530,10,3,2.92068,-28.198,101.431,0.5,0.501,16.9551,-3.00004,1
1531,10,4,25.8805,-10.2396,35,0.5,0.501,150,-2.99949,1
1532,10,4,25.8805,-9.22821,35,0.5,0.501,150,-2.99949,1
1533,10,4,25.8805,-8.21682,35,0.5,0.501,150,-2.99949,1
1534,10,4,25.8805,-7.20544,35,0.5,0.501,150,-2.99949,1
1535,10,4,25.8805,-6.19405,35,0.5,0.501,150,-2.99949,1
1536,10,4,25.8805,-5.18266,35,0.5,0.501,150,-2.99949,1
1537,10,4,25.8805,-4.17128,35,0.5,0.501,150,-2.99949,1
1538,10,4,25.8805,-3.15989,35,0.5,0.501,150,-2.99949,1
1539,10,4,25.8805,-2.14851,35,0.5,0.501,150,-2.99949,1
1540,10,4,25.8805,-1.13712,35,0.5,0.501,150,-2.99949,1
1541,10,4,25.8805,-0.125734,35,0.5,0.501,150,-2.99949,1
1542,10,4,25.8805,0.885652,35,0.5,0.501,150,-2.99949,1
1543,10,4,25.8805,1.89704,35,0.5,0.501,150,-2.99949,1
1544,10,4,25.8805,2.90842,35,0.5,0.501,150,-2.99949,1
1545,10,4,25.8805,3.91981,35,0.5,0.501,150,-2.99949,1
1546,10,4,25.8805,4.9312,35,0.5,0.501,150,-2.99949,1
1547,10,4,25.8805,5.94258,35,0.5,0.501,150,-2.99949,1
1548,10,4,25.8805,6.95397,35,0.5,0.501,150,-2.99949,1
1549,10,4,25.8805,7.96535,35,0.5,0.501,150,-2.99949,1
1550,10,4,25.8805,8.97674,35,0.5,0.501,150,-2.99949,1
1551,10,4,25.8805,9.98813,35,0.5,0.501,150,-2.99949,1
1552,10,4,25.8805,10.6527,28.382,0.5,0.501,136.746,-2.99949,1
1553,10,4,25.8805,-10.8737,41.618,0.5,0.501,136.746,-2.99949,1
1554,10,4,25.8805,11.1584,18.7328,0.5,0.501,117.421,-2.99949,1
1555,10,4,25.8805,-11.3766,51.2672,0.5,0.501,117.421,-2.99949,1
1556,10,4,25.8805,11.6641,9.08362,0.5,0.501,98.0961,-2.99949,1
1557,10,4,25.8805,-11.8795,60.9164,0.5,0.501,98.0961,-2.99949,1
1558,10,4,25.8805,12.1698,-0.56558,0.5,0.501,78.7712,-2.99949,1
1559,10,4,25.8805,-12.3824,70.5656,0.5,0.501,78.7712,-2.99949,1
1560,10,4,25.8805,12.6755,-10.2148,0.5,0.501,59.4463,-2.99949,1
1561,10,4,25.8805,-12.8853,80.2148,0.5,0.501,59.4463,-2.99949,1
1562,10,4,25.8805,13.1811,-19.864,0.5,0.501,40.1215,-2.99949,1
1563,10,4,25.8805,-13.3883,89.864,0.5,0.501,40.1215,-2.99949,1
1564,10,4,25.8805,13.6868,-29.5132,0.5,0.501,20.7966,-2.99949,1
1565,10,4,25.8805,-13.8912,99.5132,0.5,0.501,20.7966,-2.99949,1
